onset_time,offset_time,IPT,note
199.8353542,202.2490208,chanyin,69
202.2490208,203.4674583,boxian,52
203.4674583,204.6742917,chanyin,64
204.6742917,207.0299375,boxian,64
207.0299375,209.5248333,boxian,50
209.5248333,211.8920833,boxian,62
211.8920833,213.1337292,boxian,45
213.1337292,214.3173542,boxian,57
214.3173542,215.5125833,boxian,50
215.5125833,216.6613958,boxian,62
216.6613958,217.856625,boxian,45
217.856625,219.04025,boxian,57
219.04025,220.2935,boxian,52
220.2935,221.4655208,boxian,64
221.4655208,222.6491458,boxian,54
222.6491458,223.8327708,boxian,66
223.8327708,225.0744167,boxian,62
225.0744167,226.3044583,boxian,66
226.3044583,228.78775,boxian,52
228.78775,231.085375,boxian,64
231.085375,232.338625,boxian,57
232.338625,233.52225,boxian,69
233.52225,235.819875,chanyin,69
235.819875,237.0383125,boxian,54
237.0383125,238.2451458,boxian,66
238.2451458,240.6007917,chanyin,66
240.6007917,241.8308333,boxian,52
241.8308333,243.060875,chanyin,64
243.060875,245.3933125,chanyin,64
245.3933125,246.6001458,boxian,50
246.6001458,247.8069792,chanyin,62
247.8069792,250.23225,chanyin,62
250.23225,252.6111042,boxian,57
252.6111042,255.0479792,chanyin,62
255.0479792,257.4616458,boxian,57
257.4616458,259.8753125,chanyin,64
259.8753125,262.3237917,boxian,54
262.3237917,264.7026458,boxian,66
264.7026458,265.9210833,boxian,54
265.9210833,267.0931042,chanyin,66
267.0931042,268.2303125,boxian,66
268.2303125,269.4023333,chanyin,66
269.4023333,270.5859583,boxian,54
270.5859583,271.816,chanyin,66
271.816,273.0460417,chanyin,66
273.0460417,274.2064583,chanyin,66
274.2064583,275.4016875,boxian,54
275.4016875,276.5737083,chanyin,66
276.5737083,277.8269583,chanyin,66
277.8269583,279.0105833,chanyin,66
279.0105833,280.2522292,boxian,54
280.2522292,281.4358542,chanyin,66
281.4358542,282.6775,chanyin,66
282.6775,283.861125,chanyin,64
283.861125,285.1027708,boxian,50
285.1027708,286.2863958,chanyin,62
286.2863958,288.6536458,chanyin,62
288.6536458,289.8836875,boxian,45
289.8836875,291.0557083,boxian,57
291.0557083,292.2045208,boxian,50
292.2045208,293.330125,chanyin,62
293.330125,294.5717708,boxian,45
294.5717708,295.8134167,boxian,57
295.8134167,297.1014792,boxian,52
297.1014792,298.3199167,chanyin,64
298.3199167,299.5499583,boxian,54
299.5499583,300.7335833,boxian,66
300.7335833,301.894,boxian,66
301.894,303.0312083,chanyin,66
303.0312083,304.2728542,boxian,52
304.2728542,305.4332708,boxian,64
305.4332708,306.6517083,boxian,64
306.6517083,307.8237292,chanyin,64
307.8237292,309.0537708,boxian,57
309.0537708,310.2606042,boxian,69
310.2606042,312.6278542,boxian,69
312.6278542,313.8462917,boxian,54
313.8462917,315.053125,boxian,66
315.053125,317.4087708,chanyin,66
317.4087708,318.6620208,boxian,52
318.6620208,319.8456458,boxian,64
319.8456458,322.2012917,chanyin,64
322.2012917,323.4313333,boxian,50
323.4313333,324.7193958,boxian,62
324.7193958,326.889375,chanyin,62
